motion_name,rmse_acc_x,pearson_acc_x,input_rmse_acc_x,psd_distance_acc_x,rmse_acc_y,pearson_acc_y,input_rmse_acc_y,psd_distance_acc_y,rmse_acc_z,pearson_acc_z,input_rmse_acc_z,psd_distance_acc_z,rmse_gyr_x,pearson_gyr_x,input_rmse_gyr_x,psd_distance_gyr_x,rmse_gyr_y,pearson_gyr_y,input_rmse_gyr_y,psd_distance_gyr_y,rmse_gyr_z,pearson_gyr_z,input_rmse_gyr_z,psd_distance_gyr_z,rmse_mean,input_rmse_mean,pearson_mean,psd_distance_mean,acc_norm_rmse,gyr_norm_rmse,input_acc_norm_rmse,input_gyr_norm_rmse,acc_channel_rmse_mean,gyr_channel_rmse_mean,input_acc_channel_rmse_mean,input_gyr_channel_rmse_mean,acc_channel_rmse_improvement,gyr_channel_rmse_improvement,hf_ratio_improvement_acc,hf_ratio_improvement_gyr,hf_ratio_improvement_mean
canonical,0.3060607070992277,0.6874972552976449,0.37649555481462316,0.012605358344095211,0.8358084974387152,0.4790433913580416,1.5092786920002916,0.10630534667125176,0.5296410874294286,0.547051615884558,0.7903403583363715,0.08524457380590526,0.1631395840752785,0.5425656047466155,0.3141046079404822,0.013632866834541346,0.05493992596536621,0.6707559170951017,0.08613678858223879,0.0028572702569485903,0.060341931242940273,0.7578409826348773,0.07372593501138247,0.003779475953269246,0.3249886222084928,0.5250136561142316,0.6141257945028066,0.037404148644335236,0.452873462641781,0.14030043112262236,0.5313302954743532,0.27565003376750447,0.5571700973224573,0.09280714709452832,0.8920382017170954,0.1579891105113678,0.3348681043946382,0.06518196341683946,14.60724926728527,6.7751985785131055,10.691223922899189
explosiv,1.3241615453514002,0.8910558444835345,1.8206801997402966,0.4251773991126772,2.2243262435420084,0.7572911594213179,3.7418305142451143,0.7036098413288265,2.086828067848238,0.8342563844459756,2.806798934532424,0.6703301508573547,0.8758400531138404,0.8011570053312305,1.6496268583051228,0.13756396754573777,0.4686909415711791,0.9207029931875274,0.6003074212978452,0.12186855873938007,0.4233051197445494,0.8697704903768798,0.5049288818770546,0.09533979513555281,1.2338586618618692,1.8540288016663096,0.8457056462077442,0.3589816187865882,1.8224688560275708,0.7041769141362886,2.710093823428881,1.3031845888849032,1.878438618913882,0.5892787048098563,2.7897698828392783,0.9182877204933408,0.9113312639253962,0.3290090156834846,4.044934872562477,6.1167815078422265,5.080858190202352
fast,0.938436156253402,0.8910396690902705,1.2787674572318792,0.21717908126300708,1.9297528519080236,0.810867831244581,2.9554960190103605,0.7223533387590044,1.3679769246838986,0.8635788699695344,1.8356458974429049,0.5231582386265298,0.6372186371700641,0.8819089945202591,1.1992895524133929,0.13277787843836952,0.31479068871009913,0.8915496297849481,0.4468234389997983,0.04187986218037066,0.2966162437785757,0.9028606068519225,0.3040327786544087,0.05645744889292365,0.9141319170840105,1.336675857292124,0.8736342669102526,0.2823009746933675,1.6246422045219404,0.5420598952560864,2.062595104153913,0.9339305877027353,1.4120553109484413,0.41620852321957963,2.0233031245617146,0.6500485900225332,0.6112478136132734,0.2338400668029536,4.425145250582526,11.640100652311206,8.032622951446866
fast_slow,1.0978371511858243,0.9359369894096056,1.5131956027104305,0.27445488499853615,2.601550562106646,0.7981453383396064,3.5964906859856387,0.9153220444935589,2.3255299547543893,0.8334344747588269,3.005042956998715,0.8066370099997864,0.8078361802376234,0.8758560993378132,1.4952455774522744,0.21633252154032773,0.40590918032595746,0.8790757522158822,0.5919714620480171,0.06685998647590168,0.39067175707851465,0.8789799110652545,0.3822239929810166,0.08501071601405363,1.271555797614826,1.7640283796960154,0.8669047608544982,0.3941028605870274,1.7845269386584943,0.6778780713820687,2.211015587586623,1.1955645092977927,2.008305889348953,0.5348057058806984,2.704909748564928,0.8231470108271027,0.6966038592159748,0.28834130494640425,5.350927495020788,12.991805868832888,9.171366681926838
fast_slow_fast,1.0807063648787638,0.8881530739013034,1.4924010926281057,0.2730091446791459,2.1524393735187393,0.8241702181445086,3.1799936983556973,0.9275000832187911,1.7422924228633443,0.8289715001122656,2.305155920463481,0.5788163762844479,0.7133335757615333,0.8738531129565517,1.4098017149421918,0.14924744110581437,0.361791247513888,0.8857796005575348,0.5415105074192287,0.06351599443267805,0.3451633829795312,0.906888447721226,0.3383519060815507,0.10038236475963314,1.0659543945859666,1.5445358066483759,0.8679693255655649,0.3487452340800851,1.833486118770781,0.5953202759151325,2.3003885049905097,1.0778718838118948,1.6584793870869492,0.4734294020849842,2.3258502371490946,0.7632213761476572,0.6673708500621457,0.2897919740626729,4.49935122196379,11.780902717745587,8.14012696985469
freeze1,0.26016860604286196,0.717848988847722,0.2684943176805973,0.00043980980553897097,1.8003903806209565,0.33253386636775323,0.8369518339633941,0.0010065921116620303,1.030151265859604,0.46830801224869567,1.9251985371112823,0.0006272600920055992,0.053895458951592444,0.45671698433966246,0.13789855539798737,0.0002157338025426725,0.025115400925278662,0.6957575798560686,0.04536340460181236,3.941840732295532e-05,0.019930112082511185,0.8892115168893625,0.021985374856740236,8.597304804425221e-05,0.5316085374138008,0.5393153372686357,0.5933961580915441,0.00040246454451941345,1.3271555125713348,0.04127405285835266,0.2603509649634361,0.11695957705378532,1.0302367508411407,0.032980323986460766,1.010214896251758,0.06841577828551332,-0.020021854589382836,0.03543545429905255,15.997458368852278,6.867383356137201,11.432420862494741
freeze2,0.1680532444268465,0.5745617869296493,0.28641321286559107,0.00098407547629904,0.3256739914417267,0.3777729633001235,1.0235823288559913,0.0037559393284027466,2.3058260805904864,0.466596617755068,3.2385826110839844,0.0015017667072243057,0.09464174918830395,0.5312830602681673,0.23639160990715027,0.0010066221553643117,0.03267619740217924,0.5550564283981634,0.06401545032858849,0.00011183267615706427,0.0262620456982404,0.6387680810444378,0.036260852497071026,8.752600233492558e-05,0.4921888847912972,0.8142076775897295,0.5240064896159349,0.0012412937242970656,0.7200942181050778,0.07978258673101664,0.4354805901646614,0.21858671307563782,0.9331844388196865,0.051193330762907864,1.5161927176018557,0.11222263757760327,0.583008278782169,0.06102930681469539,15.442896984928732,4.835133785781792,10.139015385355261
gait_fast,1.4790995170697203,0.7548748597332906,1.9291398633684358,0.3118070424847166,1.1018540136185773,0.6956042615631897,1.877754296002717,0.12736287249262174,1.541978676095972,0.7360801837405616,1.7052355303626343,0.28205057239697073,0.4740466439330336,0.7886299897475958,0.8128834034063913,0.03965739452562827,0.5634602668479526,0.8867838528662534,0.7492705646668345,0.10050771501833963,0.17345341201550488,0.8879078170142354,0.23595001589979409,0.010102983904875172,0.88898208826346,1.2183722789511344,0.7916468274441878,0.1452480968038587,1.4832271408858557,0.6209258670638788,1.9204552357805333,0.9343405339187882,1.3743107355947566,0.40365344093216365,1.8373765632445955,0.5993679946576732,0.4630658276498391,0.19571455372550964,2.423319190103434,6.517783203140427,4.470551196621931
gait_slow,1.5379621488212039,0.75826102467496,2.0330725265608267,0.39484373451905896,0.791160041806083,0.6953959203255842,1.3191369204213783,0.05284114335797381,1.5175576891726668,0.7713726153684224,1.5771954188181918,0.31904894062534983,0.2991878186755246,0.7317306670035648,0.5422796214828209,0.01359924209692269,0.6315967964455075,0.8633557298509706,0.8497458433274051,0.10290527790602456,0.1183533533824807,0.8415608468536214,0.16917522216139583,0.0027897112403308896,0.8159696413839111,1.0817675921286698,0.776946134012854,0.1476713416242768,1.4760884094538178,0.6376276329161201,1.9155423299673031,0.9442820598482617,1.2822266265999847,0.3497126561678376,1.6431349552667989,0.5204002289905406,0.3609083286668145,0.170687572822703,3.230724222959046,4.914957632600982,4.072840927780014
pause,0.3284614330955914,0.04844080266261401,0.33932453221863224,9.576560904904562e-06,0.9401241823321297,0.014325081503710983,1.1223072873694555,4.684870508580865e-05,0.6405426058031264,0.03942948190421209,1.10792856986324,8.081662786242391e-05,0.005189677638312181,0.17923041014721516,0.008238047243849862,6.159080576209487e-06,0.0051004653807640785,0.22857520990298852,0.006130554891812304,1.9004921353559298e-06,0.007589487517474308,0.18903988316723438,0.008037459313692081,1.9125348363637668e-07,0.32116797529456637,0.431994408483447,0.11650681154799586,2.4248786674723155e-05,0.35914200657889955,0.005875655578538066,0.0556825379353194,0.00823918359265441,0.6363760737436158,0.0059598768455168556,0.8565201298171093,0.00746868714978475,0.22014405607349344,0.0015088103042678938,1.6545981891638541,24.522281308212673,13.088439748688264
